Unnamed: 0,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc,processed_description,exercise_type,muscle_group,equipment,difficulty,key_fitness_terms
2445,Band front raise rear fly row combo,"The band front raise rear fly row combo is a combination of three different shoulder exercises to build and strengthen the anterior, middle deltoids, and posterior portions of the shoulders. It requires a continuous loop band to provide constant, dynamic tension throughout the movement. In addition to the front and rear delts, this exercise works the arms, chest, back, and core, making it a great time-efficient shoulder burnout or accessory movement on an upper-body day.",Strength,Shoulders,Bands,Intermediate,,,band front raise rear fly row combo combination three different shoulder exercises build strengthen anterior middle deltoids posterior portions shoulders requires continuous loop band provide constant dynamic tension throughout movement addition front rear delts exercise works arms chest back core making great time efficient shoulder burnout accessory movement upper body day,Strength,Shoulders,Bands,Intermediate,"['band', 'front', 'raise', 'rear', 'row', 'shoulder', 'build', 'shoulders', 'band', 'dynamic', 'movement', 'front', 'rear', 'exercise', 'chest', 'core', 'time', 'shoulder', 'movement', 'upper', 'body']"
2446,Jordan Shallow Foam Roller Thoracic Extension,,Strength,Shoulders,Foam Roll,Intermediate,,,,Strength,Shoulders,Foam Roll,Intermediate,[]
2447,Jordan Shallow Thread the Needle (with Foam Roller),,Strength,Shoulders,Foam Roll,Intermediate,,,,Strength,Shoulders,Foam Roll,Intermediate,[]
2448,Clean and press,"The clean and press is a full-body lift comprised of two movements: the clean, where the bar is pulled from the floor and caught in the front rack position in three pulls or phases, followed by the overhead press. Decades ago, it was contested in the Olympics. Today, it remains a worthy centerpiece of a power and strength training program, and has full-body benefits when done for low reps as well as moderate to high reps.",Strength,Shoulders,Barbell,Intermediate,9.4,Average,clean press full body lift comprised two movements clean bar pulled floor caught front rack position three pulls phases followed overhead press decades ago contested olympics today remains worthy centerpiece power strength training program full body benefits done low reps well moderate high reps,Strength,Shoulders,Barbell,Intermediate,"['press', 'full', 'body', 'bar', 'floor', 'front', 'position', 'press', 'power', 'strength', 'training', 'full', 'body', 'done', 'low', 'reps', 'moderate', 'high', 'reps']"
2449,Clean and jerk,"The clean and jerk is a full-body lift that is one of two contested lifts in Olympic weightlifting competitions. It is comprised of two movements: the clean, where the bar is pulled from the floor and caught in the front rack position in three pulls or phases, followed by the jerk overhead. The clean and jerk hits every muscle from head to toe and can be the centerpiece of a lifting program. It is also popular in CrossFit and athletic training programs. It is usually performed in low rep ranges, focusing on power and movement quality.",Olympic Weightlifting,Shoulders,Barbell,Intermediate,9.3,Average,clean jerk full body lift one two contested lifts olympic weightlifting competitions comprised two movements clean bar pulled floor caught front rack position three pulls phases followed jerk overhead clean jerk hits every muscle head toe centerpiece lifting program also popular crossfit athletic training programs usually performed low rep ranges focusing power movement quality,Olympic Weightlifting,Shoulders,Barbell,Intermediate,"['full', 'body', 'bar', 'floor', 'front', 'position', 'muscle', 'popular', 'training', 'performed', 'low', 'rep', 'ranges', 'power', 'movement']"
2450,Military press,"The military press is a compound movement used to build size and strength in the shoulders. It was once contested as a fourth powerlift, but is rarely competed anymore. However, being able to press a significant weight overhead remains a popular marker of upper-body strength. The military press can be trained as a strength lift or in traditional muscle-building rep ranges as part of full-body, shoulder-focused, or upper-body training.",Strength,Shoulders,Barbell,Intermediate,9.3,Average,military press compound movement used build size strength shoulders contested fourth powerlift rarely competed anymore however able press significant weight overhead remains popular marker upper body strength military press trained strength lift traditional muscle building rep ranges part full body shoulder focused upper body training,Strength,Shoulders,Barbell,Intermediate,"['press', 'movement', 'used', 'build', 'strength', 'shoulders', 'press', 'weight', 'popular', 'upper', 'body', 'strength', 'press', 'strength', 'traditional', 'muscle', 'building', 'rep', 'ranges', 'part', 'full', 'body', 'shoulder', 'focused', 'upper', 'body', 'training']"
2451,Seated barbell shoulder press,"The seated barbell shoulder press is a classic exercise for building muscle and strength in the shoulders. The triceps also play a significant role in pressing the barbell overhead. Performing the movement seated reduces help from the lower body and decreases the risk of overextending the lumbar spine during the movement. This press variation can be the primary pressing movement on an upper-body or shoulder day, or an effective accessory movement later in a workout.",Strength,Shoulders,Barbell,Intermediate,9.2,Average,seated barbell shoulder press classic exercise building muscle strength shoulders triceps also play significant role pressing barbell overhead performing movement seated reduces help lower body decreases risk overextending lumbar spine movement press variation primary pressing movement upper body shoulder day effective accessory movement later workout,Strength,Shoulders,Barbell,Intermediate,"['seated', 'barbell', 'shoulder', 'press', 'classic', 'exercise', 'building', 'muscle', 'strength', 'shoulders', 'triceps', 'barbell', 'movement', 'seated', 'lower', 'body', 'movement', 'press', 'variation', 'movement', 'upper', 'body', 'shoulder', 'movement', 'workout']"
2452,Snatch-Grip Behind-The-Neck Overhead Press,,Strength,Shoulders,Barbell,Beginner,9.0,Average,,Strength,Shoulders,Barbell,Beginner,[]
2453,Standing Bradford press,"The standing Bradford press is an obscure yet effective shoulder exercise that alternates front presses with behind-the-neck presses. It can be used as a warm-up for other press variations on a shoulder day, or as a muscle-building movement on its own in a shoulder or upper-body focused workout. It is usually performed for relatively high reps, such as 8-15 reps per set or higher, or just to the point of fatigue.",Strength,Shoulders,Barbell,Intermediate,8.7,Average,standing bradford press obscure yet effective shoulder exercise alternates front presses behind neck presses used warm press variations shoulder day muscle building movement shoulder upper body focused workout usually performed relatively high reps 8 15 reps per set higher point fatigue,Strength,Shoulders,Barbell,Intermediate,"['standing', 'press', 'shoulder', 'exercise', 'front', 'used', 'warm', 'press', 'shoulder', 'muscle', 'building', 'movement', 'shoulder', 'upper', 'body', 'focused', 'workout', 'performed', 'high', 'reps', 'reps', 'set', 'higher']"
2454,Barbell Shoulder Press,"The seated barbell shoulder pressis a classic exercise for building muscle and strengthening the shoulders, particularly but not exclusively the front heads. The triceps also play a significant roles in pressing the barbell overhead.",Strength,Shoulders,Barbell,Intermediate,8.7,Average,seated barbell shoulder pressis classic exercise building muscle strengthening shoulders particularly exclusively front heads triceps also play significant roles pressing barbell overhead,Strength,Shoulders,Barbell,Intermediate,"['seated', 'barbell', 'shoulder', 'classic', 'exercise', 'building', 'muscle', 'shoulders', 'front', 'triceps', 'barbell']"
2455,Barbell rear delt bent-over row,"The barbell rear delt bent-over row is a movement used to target the shoulders as well as the upper-back muscles. It is performed with lighter weights than a traditional barbell bent-over row, and is usually performed for higher reps, such as 8-15 reps per set, as part of a back or upper-body workout.",Strength,Shoulders,Barbell,Intermediate,8.5,Average,barbell rear delt bent row movement used target shoulders well upper back muscles performed lighter weights traditional barbell bent row usually performed higher reps 8 15 reps per set part back upper body workout,Strength,Shoulders,Barbell,Intermediate,"['barbell', 'rear', 'row', 'movement', 'used', 'target', 'shoulders', 'upper', 'muscles', 'performed', 'traditional', 'barbell', 'row', 'performed', 'higher', 'reps', 'reps', 'set', 'part', 'upper', 'body', 'workout']"
2456,Barbell upright row,The barbell upright row is a barbell exercise that builds stronger and bigger traps. Many lifters combine this move with either their back or shoulder workout since it involves both body parts.,Strength,Shoulders,Barbell,Intermediate,8.3,Average,barbell upright row barbell exercise builds stronger bigger traps many lifters combine move either back shoulder workout since involves body parts,Strength,Shoulders,Barbell,Intermediate,"['barbell', 'row', 'barbell', 'exercise', 'many', 'move', 'shoulder', 'workout', 'involves', 'body']"
2457,Bradford/Rocky Presses,,Strength,Shoulders,Barbell,Beginner,8.2,Average,,Strength,Shoulders,Barbell,Beginner,[]
2458,Lying rear delt fly,"The lying rear delt fly is an upper-body exercise that targets the rear deltoid of the shoulder. By performing the movement lying face down on a bench, it eliminates momentum from the rest of the body. This movement is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or shoulder-focused portion of a workout.",Strength,Shoulders,Barbell,Intermediate,8.2,Average,lying rear delt fly upper body exercise targets rear deltoid shoulder performing movement lying face bench eliminates momentum rest body movement usually performed moderate high reps 8 12 reps per set part upper body shoulder focused portion workout,Strength,Shoulders,Barbell,Intermediate,"['rear', 'upper', 'body', 'exercise', 'targets', 'rear', 'shoulder', 'movement', 'bench', 'body', 'movement', 'performed', 'moderate', 'high', 'reps', 'reps', 'set', 'part', 'upper', 'body', 'shoulder', 'focused', 'portion', 'workout']"
2459,Machine Shoulder (Military) Press,The machine shoulder press is an upper body exercise targeting the deltoids.,Strength,Shoulders,Barbell,Intermediate,8.0,Average,machine shoulder press upper body exercise targeting deltoids,Strength,Shoulders,Barbell,Intermediate,"['machine', 'shoulder', 'press', 'upper', 'body', 'exercise', 'targeting']"
2460,Standing Barbell Press Behind Neck,"The standing behind-the-head press is a classic shoulder exercise that was used widely during bodybuilding's professed Golden Era. In addition to the deltoids, it also works the trapezius and triceps muscles. It may not be a good choice for some people's shoulders, depending on their injury history. It can be trained in strength-focused rep ranges, but is more commonly trained in moderate to high reps, such as 8-15 reps per set.",Strength,Shoulders,Barbell,Intermediate,7.9,Average,standing behind head press classic shoulder exercise used widely bodybuilding professed golden era addition deltoids also works trapezius triceps muscles may good choice people shoulders depending injury history trained strength focused rep ranges commonly trained moderate high reps 8 15 reps per set,Strength,Shoulders,Barbell,Intermediate,"['standing', 'press', 'classic', 'shoulder', 'exercise', 'used', 'triceps', 'muscles', 'shoulders', 'strength', 'focused', 'rep', 'ranges', 'moderate', 'high', 'reps', 'reps', 'set']"
2461,Barbell front raise,"The barbell front raise is an upper-body isolation exercise that targets the shoulders. It is usually performed for moderate to high reps, such as 8-12 reps or higher, as part of the shoulder-focused part of any workout.",Strength,Shoulders,Barbell,Intermediate,7.4,Average,barbell front raise upper body isolation exercise targets shoulders usually performed moderate high reps 8 12 reps higher part shoulder focused part workout,Strength,Shoulders,Barbell,Intermediate,"['barbell', 'front', 'raise', 'upper', 'body', 'isolation', 'exercise', 'targets', 'shoulders', 'performed', 'moderate', 'high', 'reps', 'reps', 'higher', 'part', 'shoulder', 'focused', 'part', 'workout']"
2462,Overhead bar front raise,"The overhead bar front raise is an exercise targeting the muscles of the traps (trapezius), especially the upper traps, as well as the front or anterior shoulders. It can also be performed with a weight plate or dumbbell, providing a neutral grip that may be more shoulder-friendly for some lifters. Overhead raises are most common for high reps (at least 8-12 reps per set or higher) on a shoulder, trap, or other upper-body-focused muscle-building day.",Strength,Shoulders,Barbell,Intermediate,7.2,Average,overhead bar front raise exercise targeting muscles traps trapezius especially upper traps well front anterior shoulders also performed weight plate dumbbell providing neutral grip may shoulder friendly lifters overhead raises common high reps least 8 12 reps per set higher shoulder trap upper body focused muscle building day,Strength,Shoulders,Barbell,Intermediate,"['bar', 'front', 'raise', 'exercise', 'targeting', 'muscles', 'upper', 'front', 'shoulders', 'performed', 'weight', 'dumbbell', 'grip', 'shoulder', 'high', 'reps', 'reps', 'set', 'higher', 'shoulder', 'upper', 'body', 'focused', 'muscle', 'building']"
2463,Incline barbell shoulder protraction,"The incline barbell shoulder protraction is an upper-body movement that targets strength and mobility in the scapula or shoulder blades. This can help increase pressing strength and prevent injury. It also helps develop the serratus anterior, an often-neglected muscle around the ribcage that can aid in shoulder health and upper-body muscle definition. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 8-12 reps per set or more.",Strength,Shoulders,Barbell,Intermediate,6.5,Average,incline barbell shoulder protraction upper body movement targets strength mobility scapula shoulder blades help increase pressing strength prevent injury also helps develop serratus anterior often neglected muscle around ribcage aid shoulder health upper body muscle definition targets small muscles exercise usually performed light weight high reps 8 12 reps per set,Strength,Shoulders,Barbell,Intermediate,"['incline', 'barbell', 'shoulder', 'upper', 'body', 'movement', 'targets', 'strength', 'shoulder', 'strength', 'muscle', 'shoulder', 'upper', 'body', 'muscle', 'targets', 'muscles', 'exercise', 'performed', 'weight', 'high', 'reps', 'reps', 'set']"
2464,Behind-the-head push-press,The behind-the-head push-press is an overhead press variation in which the barbell starts in the back rack position and is pushed overhead with assistance from the lower body. It is most often seen in training for Olympic weightlifting. It can be part of a barbell complex or performed for low reps focusing on power and movement quality.,Olympic Weightlifting,Shoulders,Barbell,Intermediate,6.5,Average,behind head push press overhead press variation barbell starts back rack position pushed overhead assistance lower body often seen training olympic weightlifting part barbell complex performed low reps focusing power movement quality,Olympic Weightlifting,Shoulders,Barbell,Intermediate,"['push', 'press', 'press', 'variation', 'barbell', 'position', 'lower', 'body', 'training', 'part', 'barbell', 'performed', 'low', 'reps', 'power', 'movement']"
2465,Rack Delivery,,Olympic Weightlifting,Shoulders,Barbell,Beginner,0.0,,,Olympic Weightlifting,Shoulders,Barbell,Beginner,[]
2466,Smith Incline Shoulder Raise,,Strength,Shoulders,Barbell,Beginner,0.0,Average,,Strength,Shoulders,Barbell,Beginner,[]
2467,Tall Muscle Snatch,,Olympic Weightlifting,Shoulders,Barbell,Beginner,0.0,,,Olympic Weightlifting,Shoulders,Barbell,Beginner,[]
2468,Axle Clean And Press,,Strongman,Shoulders,Barbell,Beginner,0.0,Average,,Strongman,Shoulders,Barbell,Beginner,[]
2469,Jerk Balance,,Olympic Weightlifting,Shoulders,Barbell,Beginner,0.0,Average,,Olympic Weightlifting,Shoulders,Barbell,Beginner,[]
2470,Seated EZ-bar shrug,"The seated EZ-bar shrug is an exercise targeting the trapezius muscle, that V-shaped muscle that forms a triangle where the shoulders meet the neck. It is usually performed for moderate to high reps during an upper-body or shoulders and traps-focused workout.",Strength,Shoulders,Barbell,Intermediate,,,seated ez bar shrug exercise targeting trapezius muscle v shaped muscle forms triangle shoulders meet neck usually performed moderate high reps upper body shoulders traps focused workout,Strength,Shoulders,Barbell,Intermediate,"['seated', 'bar', 'exercise', 'targeting', 'muscle', 'muscle', 'shoulders', 'performed', 'moderate', 'high', 'reps', 'upper', 'body', 'shoulders', 'focused', 'workout']"
2471,Paul Carter Barbell Seated Military Press,"The seated barbell shoulder pressis a classic exercise for building muscle and strengthening the shoulders, particularly but not exclusively the front heads. The triceps also play a significant roles in pressing the barbell overhead.",Strength,Shoulders,Barbell,Intermediate,,,seated barbell shoulder pressis classic exercise building muscle strengthening shoulders particularly exclusively front heads triceps also play significant roles pressing barbell overhead,Strength,Shoulders,Barbell,Intermediate,"['seated', 'barbell', 'shoulder', 'classic', 'exercise', 'building', 'muscle', 'shoulders', 'front', 'triceps', 'barbell']"
2472,TBS Barbell Military Press,"The military press is a compound movement used to build size and strength in the shoulders. It was once contested as a fourth powerlift, but is rarely competed anymore. However, being able to press a significant weight overhead remains a popular marker of upper-body strength. The military press can be trained as a strength lift or in traditional muscle-building rep ranges as part of full-body, shoulder-focused, or upper-body training.",Strength,Shoulders,Barbell,Intermediate,,,military press compound movement used build size strength shoulders contested fourth powerlift rarely competed anymore however able press significant weight overhead remains popular marker upper body strength military press trained strength lift traditional muscle building rep ranges part full body shoulder focused upper body training,Strength,Shoulders,Barbell,Intermediate,"['press', 'movement', 'used', 'build', 'strength', 'shoulders', 'press', 'weight', 'popular', 'upper', 'body', 'strength', 'press', 'strength', 'traditional', 'muscle', 'building', 'rep', 'ranges', 'part', 'full', 'body', 'shoulder', 'focused', 'upper', 'body', 'training']"
2473,Incline Front Barbell Raise - Gethin Variation,"The incline face-down bar front raise is an upper-body exercise targeting the shoulders. Because it is performed face down on an angled bench, it has a greater range of motion than standing or upright-seated raises and hits the shoulders from a different angle. Raise variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or shoulder-focused training.",Strength,Shoulders,Barbell,Intermediate,,,incline face bar front raise upper body exercise targeting shoulders performed face angled bench greater range motion standing upright seated raises hits shoulders different angle raise variations usually performed moderate high reps 8 12 reps per set part upper body shoulder focused training,Strength,Shoulders,Barbell,Intermediate,"['incline', 'bar', 'front', 'raise', 'upper', 'body', 'exercise', 'targeting', 'shoulders', 'performed', 'bench', 'standing', 'seated', 'shoulders', 'raise', 'performed', 'moderate', 'high', 'reps', 'reps', 'set', 'part', 'upper', 'body', 'shoulder', 'focused', 'training']"
2474,Barbell Front Raise - Gethin Variation,"The barbell front raise is an upper-body isolation exercise that targets the shoulders. It is usually performed for moderate to high reps, such as 8-12 reps or higher, as part of the shoulder-focused part of any workout.",Strength,Shoulders,Barbell,Intermediate,,,barbell front raise upper body isolation exercise targets shoulders usually performed moderate high reps 8 12 reps higher part shoulder focused part workout,Strength,Shoulders,Barbell,Intermediate,"['barbell', 'front', 'raise', 'upper', 'body', 'isolation', 'exercise', 'targets', 'shoulders', 'performed', 'moderate', 'high', 'reps', 'reps', 'higher', 'part', 'shoulder', 'focused', 'part', 'workout']"
2475,Single-arm barbell lateral raise,"The single-arm barbell lateral raise is an isolation exercise targeting the shoulders. It is more challenging than using a dumbbell and has an instability component that may make the deltoid muscles work harder. It is generally performed one side at a time for moderate to high reps, such as 8-15 reps per set, as part of a shoulder-focused workout.",Strength,Shoulders,Barbell,Intermediate,,,single arm barbell lateral raise isolation exercise targeting shoulders challenging using dumbbell instability component may make deltoid muscles work harder generally performed one side time moderate high reps 8 15 reps per set part shoulder focused workout,Strength,Shoulders,Barbell,Intermediate,"['single', 'arm', 'barbell', 'raise', 'isolation', 'exercise', 'targeting', 'shoulders', 'using', 'dumbbell', 'muscles', 'work', 'performed', 'side', 'time', 'moderate', 'high', 'reps', 'reps', 'set', 'part', 'shoulder', 'focused', 'workout']"
2476,AM Upright Row,The barbell upright row is a barbell exercise that builds stronger and bigger traps. Many lifters combine this move with either their back or shoulder workout since it involves both body parts.,Strength,Shoulders,Barbell,Intermediate,,,barbell upright row barbell exercise builds stronger bigger traps many lifters combine move either back shoulder workout since involves body parts,Strength,Shoulders,Barbell,Intermediate,"['barbell', 'row', 'barbell', 'exercise', 'many', 'move', 'shoulder', 'workout', 'involves', 'body']"
2477,AM Barbell Shoulder Press,"The standing barbell shoulder press is a compound movement used to build size and strength in the shoulders. The shoulder press can be trained as a strength lift or in traditional muscle-building rep ranges as part of full-body, shoulder-focused, or upper-body training.",Strength,Shoulders,Barbell,Intermediate,,,standing barbell shoulder press compound movement used build size strength shoulders shoulder press trained strength lift traditional muscle building rep ranges part full body shoulder focused upper body training,Strength,Shoulders,Barbell,Intermediate,"['standing', 'barbell', 'shoulder', 'press', 'movement', 'used', 'build', 'strength', 'shoulders', 'shoulder', 'press', 'strength', 'traditional', 'muscle', 'building', 'rep', 'ranges', 'part', 'full', 'body', 'shoulder', 'focused', 'upper', 'body', 'training']"
2478,Standing barbell shoulder press,"The standing barbell shoulder press is a compound movement used to build size and strength in the shoulders. The shoulder press can be trained as a strength lift or in traditional muscle-building rep ranges as part of full-body, shoulder-focused, or upper-body training.",Strength,Shoulders,Barbell,Intermediate,,,standing barbell shoulder press compound movement used build size strength shoulders shoulder press trained strength lift traditional muscle building rep ranges part full body shoulder focused upper body training,Strength,Shoulders,Barbell,Intermediate,"['standing', 'barbell', 'shoulder', 'press', 'movement', 'used', 'build', 'strength', 'shoulders', 'shoulder', 'press', 'strength', 'traditional', 'muscle', 'building', 'rep', 'ranges', 'part', 'full', 'body', 'shoulder', 'focused', 'upper', 'body', 'training']"
2479,King Maker Barbell Thruster,"The barbell thruster is a full-body exercise that incorporates both squatting and pressing in one functional movement. It's especially common in contemporary CrossFit workouts, but also in general strength training. The barbell is usually cleaned into place first, but it could be performed taken from a squat rack in a front-rack position. The thruster can be performed in traditional strength-focused rep ranges to build strength in the press, or in higher reps for full-body conditioning.",Strength,Shoulders,Barbell,Intermediate,,,barbell thruster full body exercise incorporates squatting pressing one functional movement especially common contemporary crossfit workouts also general strength training barbell usually cleaned place first could performed taken squat rack front rack position thruster performed traditional strength focused rep ranges build strength press higher reps full body conditioning,Strength,Shoulders,Barbell,Intermediate,"['barbell', 'full', 'body', 'exercise', 'movement', 'workouts', 'strength', 'training', 'barbell', 'performed', 'squat', 'front', 'position', 'performed', 'traditional', 'strength', 'focused', 'rep', 'ranges', 'build', 'strength', 'press', 'higher', 'reps', 'full', 'body', 'conditioning']"
2480,Single-arm incline cable cross-over,"The single-arm incline cable cross-over is an isolation movement that uses a cable stack and a bench to target the upper part of the pectoral muscles. Working the chest one side at a time allows you to focus on balance between the sides of your chest and really feel the chest muscles contracting. It is common in upper-body and chest-focused muscle-building workouts, often in combination with other presses or flyes to target the chest from different angles.",Strength,Shoulders,Barbell,Intermediate,,,single arm incline cable cross isolation movement uses cable stack bench target upper part pectoral muscles working chest one side time allows focus balance sides chest really feel chest muscles contracting common upper body chest focused muscle building workouts often combination presses flyes target chest different angles,Strength,Shoulders,Barbell,Intermediate,"['single', 'arm', 'incline', 'cable', 'isolation', 'movement', 'cable', 'bench', 'target', 'upper', 'part', 'muscles', 'chest', 'side', 'time', 'chest', 'chest', 'muscles', 'upper', 'body', 'chest', 'focused', 'muscle', 'building', 'workouts', 'target', 'chest']"
2481,Barbell bear complex,"The barbell bear complex is a series of barbell lifts that run together in a single sequence: a barbell power clean, front squat, push-press, back squat, and another push-press from behind the neck. It trains the entire body for both building strength and improving conditioning. It is often performed for rounds, either with or without rest between rounds.",Strength,Shoulders,Barbell,Intermediate,,,barbell bear complex series barbell lifts run together single sequence barbell power clean front squat push press back squat another push press behind neck trains entire body building strength improving conditioning often performed rounds either without rest rounds,Strength,Shoulders,Barbell,Intermediate,"['barbell', 'barbell', 'single', 'barbell', 'power', 'front', 'squat', 'push', 'press', 'squat', 'push', 'press', 'body', 'building', 'strength', 'conditioning', 'performed']"
2482,30 Shoulders Barbell Shrug,,Strength,Shoulders,Barbell,Intermediate,,,,Strength,Shoulders,Barbell,Intermediate,[]
2483,30 Shoulders Incline Face-Up Straight-Bar Front Raise,,Strength,Shoulders,Barbell,Intermediate,,,,Strength,Shoulders,Barbell,Intermediate,[]
2484,30 Shoulders Seated Dumbbell Shoulder Press,,Strength,Shoulders,Barbell,Intermediate,,,,Strength,Shoulders,Barbell,Intermediate,[]
2485,30 Shoulders Standing Behind-The-Head Shoulder Press,,Strength,Shoulders,Barbell,Intermediate,,,,Strength,Shoulders,Barbell,Intermediate,[]
2486,30 Shoulders Standing Barbell Press,,Strength,Shoulders,Barbell,Intermediate,,,,Strength,Shoulders,Barbell,Intermediate,[]
2487,FYR2 Wide Overhead Press,,Strength,Shoulders,Barbell,Intermediate,,,,Strength,Shoulders,Barbell,Intermediate,[]
2488,Single-arm kettlebell push-press,"The single-arm kettlebell push-press is a popular kettlebell movement that involves performing a press with help from the muscles of the lower body. It is preceded by a clean at the start of each set, and optionally you can perform a clean between each rep. It can be trained in traditional strength or muscle-building rep ranges, in circuit or fat-loss training, or as part of a larger kettlebell combination or complex.",Strength,Shoulders,Kettlebells,Intermediate,9.3,Average,single arm kettlebell push press popular kettlebell movement involves performing press help muscles lower body preceded clean start set optionally perform clean rep trained traditional strength muscle building rep ranges circuit fat loss training part larger kettlebell combination complex,Strength,Shoulders,Kettlebells,Intermediate,"['single', 'arm', 'kettlebell', 'push', 'press', 'popular', 'kettlebell', 'movement', 'involves', 'press', 'muscles', 'lower', 'body', 'set', 'rep', 'traditional', 'strength', 'muscle', 'building', 'rep', 'ranges', 'circuit', 'fat', 'loss', 'training', 'part', 'kettlebell']"
2489,Two-Arm Kettlebell Military Press,,Strength,Shoulders,Kettlebells,Beginner,8.7,Average,,Strength,Shoulders,Kettlebells,Beginner,[]
2490,Alternating Kettlebell Press,,Strength,Shoulders,Kettlebells,Beginner,8.6,Average,,Strength,Shoulders,Kettlebells,Beginner,[]
2491,Single-arm kettlebell snatch,"The single-arm kettlebell snatch is a kettlebell exercise that involves lifting a kettlebell overhead in a single motion. It is popular as a full-body strength and conditioning movement, but it's also competed for reps in Russian-style girevoy sport. A ""snatch test"" of max reps in 5 or 10 minutes is also a common measurement of conditioning in kettlebell training. It can be performed from the ground or with a swing",Strength,Shoulders,Kettlebells,Intermediate,8.6,Average,single arm kettlebell snatch kettlebell exercise involves lifting kettlebell overhead single motion popular full body strength conditioning movement also competed reps russian style girevoy sport snatch test max reps 5 10 minutes also common measurement conditioning kettlebell training performed ground swing,Strength,Shoulders,Kettlebells,Intermediate,"['single', 'arm', 'kettlebell', 'kettlebell', 'exercise', 'involves', 'kettlebell', 'single', 'popular', 'full', 'body', 'strength', 'conditioning', 'movement', 'reps', 'reps', 'conditioning', 'kettlebell', 'training', 'performed']"
2492,Single-arm kettlebell clean and jerk,"The single-arm kettlebell clean and jerk is a popular kettlebell movement that is performed both in an exercise setting and competitively as a part of Russian-style girevoy sport. It differs from a clean and push-press in that the lifter ""dips"" under the weight rather than simply using the legs to help push the weight up. Each rep of a clean and jerk is preceded by a clean at the start of each set. It can be trained in traditional strength or muscle-building rep ranges, in circuit or fat-loss training, or as part of a larger kettlebell combination or complex.",Strength,Shoulders,Kettlebells,Intermediate,8.4,Average,single arm kettlebell clean jerk popular kettlebell movement performed exercise setting competitively part russian style girevoy sport differs clean push press lifter dips weight rather simply using legs help push weight rep clean jerk preceded clean start set trained traditional strength muscle building rep ranges circuit fat loss training part larger kettlebell combination complex,Strength,Shoulders,Kettlebells,Intermediate,"['single', 'arm', 'kettlebell', 'popular', 'kettlebell', 'movement', 'performed', 'exercise', 'part', 'push', 'press', 'weight', 'using', 'legs', 'push', 'weight', 'rep', 'set', 'traditional', 'strength', 'muscle', 'building', 'rep', 'ranges', 'circuit', 'fat', 'loss', 'training', 'part', 'kettlebell']"
2493,Kettlebell pirate ship,"The kettlebell pirate ship is a rotational shoulder and core-focused kettlebell movement. It demands the lifter raise the kettlebell to the side in both directions, emphasizing core strength in the transverse abdominis and obliques in particular. It is best learned with a light weight, using controlled movements in both directions.",Strength,Shoulders,Kettlebells,Intermediate,7.8,Average,kettlebell pirate ship rotational shoulder core focused kettlebell movement demands lifter raise kettlebell side directions emphasizing core strength transverse abdominis obliques particular best learned light weight using controlled movements directions,Strength,Shoulders,Kettlebells,Intermediate,"['kettlebell', 'shoulder', 'core', 'focused', 'kettlebell', 'movement', 'raise', 'kettlebell', 'side', 'core', 'strength', 'weight', 'using']"
2494,Two-Arm Kettlebell Clean,,Strength,Shoulders,Kettlebells,Beginner,7.5,Average,,Strength,Shoulders,Kettlebells,Beginner,[]
2495,Double Kettlebell Push Press,"The double-kettlebell push-press is a popular kettlebell movement that involves performing a press with help from the muscles of the lower body. It is preceded by a double clean at the start of each set, and optionally you can perform a clean between each rep. It can be trained in traditional strength or muscle-building rep ranges, in circuit or fat-loss training, or as part of a larger kettlebell combination or complex.",Strength,Shoulders,Kettlebells,Intermediate,7.5,Average,double kettlebell push press popular kettlebell movement involves performing press help muscles lower body preceded double clean start set optionally perform clean rep trained traditional strength muscle building rep ranges circuit fat loss training part larger kettlebell combination complex,Strength,Shoulders,Kettlebells,Intermediate,"['kettlebell', 'push', 'press', 'popular', 'kettlebell', 'movement', 'involves', 'press', 'muscles', 'lower', 'body', 'set', 'rep', 'traditional', 'strength', 'muscle', 'building', 'rep', 'ranges', 'circuit', 'fat', 'loss', 'training', 'part', 'kettlebell']"
2496,Kettlebell Seated Press,,Strength,Shoulders,Kettlebells,Beginner,7.0,Average,,Strength,Shoulders,Kettlebells,Beginner,[]
2497,Double Kettlebell Jerk,,Strength,Shoulders,Kettlebells,Beginner,7.0,Average,,Strength,Shoulders,Kettlebells,Beginner,[]
2498,Kettlebell Arnold Press,,Strength,Shoulders,Kettlebells,Beginner,6.8,Average,,Strength,Shoulders,Kettlebells,Beginner,[]
2499,Double-kettlebell windmill,"The double-kettlebell windmill is an advanced kettlebell exercise emphasizing core strength and shoulder and hip mobility and stability. Because it involves holding one weight overhead while holding another under the torso, it builds strength across the core and stability in the shoulders. It doesn't work well in a metcon or conditioning setting, and shouldn't be performed under intense fatigue.",Strength,Shoulders,Kettlebells,Intermediate,3.0,Average,double kettlebell windmill advanced kettlebell exercise emphasizing core strength shoulder hip mobility stability involves holding one weight overhead holding another torso builds strength across core stability shoulders work well metcon conditioning setting performed intense fatigue,Strength,Shoulders,Kettlebells,Intermediate,"['kettlebell', 'kettlebell', 'exercise', 'core', 'strength', 'shoulder', 'involves', 'weight', 'strength', 'core', 'shoulders', 'work', 'conditioning', 'performed']"
